"Genus"	"Subgenus"	"Section"	"Series"	"Subseries"	"Species"	"Subspecies"	"NativeRange"	"DN_Observed"	"DN_Collected"	"CCA_Status"	"Synonyms"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"?Eucalyptus fracta (Broken Back ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. ophitica)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"?Eucalyptus tholoformis"	""	"Qld"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. ophitica), E. sp. Rewan (Kerswell 1)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus taurina (Helidon ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"?Eucalyptus elegans"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. crebra), E. sp. Chinchilla (Pedley 4022), E. sp. Gilgandra (Carr 352 et al.), E. sp. Inglewood (Grimshaw PG846 et al.)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus crebra (narrow-leaved red ironbark)"	""	"Qld,NSW"	"O"	"C"	"G(3)"	"E. sp. Battle Camp (Hill 1089 et al.), E. sp. Beerburrum (Bean 11657), E. sp. Boynedale (Brooker 9767), E. sp. Caldervale (Jermyn AQ582304), E. sp. Clermont (Bean 508), E. sp. Gregory Springs (Bean 1074), E. sp. Irvinebank (Pedley 1921), E. sp. Jimboomba (Bean 7772), E. sp. Mt Surprise (Brooker 3409), E. sp. Mutchilba (Hyland 5060), E. sp. Pentland (Brooker 8968), E. sp. Rossmoya (Speck 1757), E. sp. Scartwater (Pedley X6404), E. sp. Stannary Hills (Althofer 402), E. sp. St Lawrence (Speck 1745), E. sp. Texas (Sparhott KMS488 et al.)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"?Eucalyptus beyeri (Beyer’s ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. crebra), E. beyeriana, E. panda subsp. illaquens"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus panda (tumbletown ironbark)"	""	"Qld,NSW"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus virens (shiny-leaved ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus scopulorum (Peregrine Point ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus atrata (Herberton ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"?Eucalyptus paedoglauca (Mount Stuart ironbark)"	""	"Qld"	"O"	"C"	"G(2)"	"Dubious species (possibly = E. atrata)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus drepanophylla (Queensland grey ironbark)"	""	"Qld"	"O"	"C"	"G(6)m"	"E. xanthoclada"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus quadricostata (square-fruited ironbark)"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"?Eucalyptus farinosa (silver ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. caleyi subsp. ovendenii)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus caleyi"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus caleyi"	"subsp. ovendenii (Ovenden’s ironbark)"	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus caleyi"	"subsp. caleyi (drooping ironbark, Caley’s ironbark)"	"NSW,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus exilipes (fine-leaved ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus cullenii (Cullen’s ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus staigeriana (lemon-scented ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus jensenii (Wandi ironbark)"	""	"WA,NT"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus whitei (White’s ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus melanophloia"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus melanophloia"	"subsp. melanophloia (silver-leaved ironbark)"	"Qld,NSW"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus melanophloia"	"subsp. nana (dwarf silver-leaved ironbark)"	"NT,Qld"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus shirleyi (Shirley’s silver-leaved ironbark)"	""	"Qld"	"O"	"C"	"G(4)m"	"E. sp. Mt Hope Homestead (Thompson BUC175)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Discolores"	"Eucalyptus ‘dorsiventralis’ ms (Putty ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	"E. fergusonii subsp. dorsiventralis"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Discolores"	"Eucalyptus paniculata (grey ironbark)"	""	"NSW"	"O"	"C"	"G(3)m"	"E. placita, E. paniculata subsp. matutina"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Discolores"	"?Eucalyptus fergusonii (grey ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. paniculata)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Discolores"	"?Eucalyptus ancophila (grey ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. paniculata)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Discolores"	"Eucalyptus decolor"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus tetrapleura (square-fruited ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus fusiformis (Nambucca ironbark)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus sicilifolia (Minerva Hills ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus suffulgens"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus dura (ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus melanoleuca (Nanango ironbark)"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Rhodoxyla"	"sub Concolores"	"Eucalyptus corynodes"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus lucens (shiny-leaved mallee)"	""	"NT,WA?"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus fasciculosa (pink gum)"	""	"SA,Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus polyanthemos (red box)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus polyanthemos (red box)"	"subsp. polyanthemos"	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus polyanthemos (red box)"	"subsp. vestita"	"Vic,NSW"	"O"	"C"	"G(2)m"	"E. polyanthemos subsp. longior"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus polyanthemos (red box)"	"subsp. marginalis"	"Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus baueriana (blue box)"	""	"Vic,NSW,Qld"	"O"	"C"	"G(4)m"	"E. baueriana subsp. thalassina, E. baueriana subsp. deddickensis"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus magnificata (Enmore blue box)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus conica (fuzzy box)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"Eucalyptus rudderi (Rudder’s box)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Heterophloiae"	""	"?Eucalyptus hypostomatica (Pokolbin box)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. rudderi)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus porosa (mallee box)"	""	"SA,Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus bosistoana (coast grey box)"	""	"Vic,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus melliodora (yellow box, honey box)"	""	"NSW,Vic,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus sideroxylon (red ironbark, mugga)"	""	"NSW,Vic,Qld"	"O"	"C"	"G(2)m"	"E. sideroxylon subsp. improcera"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus tricarpa (southern red ironbark)"	""	"Vic,NSW"	"O"	"C"	"G(3)m"	"E. tricarpa subsp. decora, E. sideroxylon subsp. tricarpa"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus leucoxylon"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus leucoxylon"	"subsp. stephaniae (scrubby blue gum)"	"SA,Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus leucoxylon"	"subsp. pruinosa (South Australian blue gum, yellow gum)"	"Vic,SA,NSW"	"O"	"C"	"G(4)m"	"E. leucoxylon var. pauperita"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus leucoxylon"	"subsp. bellarinensis (Bellerine Peninsula yellow gum)"	"Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus leucoxylon"	"subsp. leucoxylon (South Australian blue gum, yellow gum)"	"SA,Vic"	"O"	"C"	"G(3)m"	"E. leucoxylon subsp. connata"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus leucoxylon"	"subsp. megalocarpa (large-fruited S.A. blue gum)"	"SA,Vic"	"O"	"C"	"G(2)m"	"E. leucoxylon var. macrocarpa"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Melliodorae"	""	"Eucalyptus petiolaris (Eyre Peninsula blue gum)"	""	"SA"	"O"	"C"	"G(3)m"	"E. leucoxylon subsp. petiolaris"
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus rupestris (Prince Regent gum)"	""	"WA"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus kenneallyi (Kenneally’s white gum)"	""	"WA"	"–"	"–"	"–"	
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus umbrawarrensis (Umbrawarra gum)"	""	"NT"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus confluens (Kimberley gum)"	""	"WA,NT?"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus brevifolia (northern white gum)"	""	"NT,WA"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus leucophloia (snappy gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus leucophloia (snappy gum)"	"subsp. euroa"	"NT,Qld"	"O"	"C"	"G(2)m"	"E. leucophloia subsp. QQ in Brooker & Kleinig 1994"
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus leucophloia (snappy gum)"	"subsp. leucophloia"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Platysperma (snappy gums)"	""	""	"Eucalyptus ordiana"	""	"WA"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Pumilio"	"Pumilae"	""	"Eucalyptus pumila (Pokolbin mallee)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Pumilio"	"Lepidotae-Fimbriatia (large-fruited grey gums)"	""	"Eucalyptus canaliculata (large-fruited grey gum)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Pumilio"	"Lepidotae-Fimbriatia (large-fruited grey gums)"	""	"Eucalyptus punctata (grey gum)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	"E. biturbinata"
"Eucalyptus"	"Symphyomyrtus"	"Pumilio"	"Lepidotae-Fimbriatia (large-fruited grey gums)"	""	"?Eucalyptus grisea (grey gum)"	""	"Qld"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. punctata)"
"Eucalyptus"	"Symphyomyrtus"	"Pumilio"	"Lepidotae-Fimbriatia (large-fruited grey gums)"	""	"Eucalyptus longirostrata (grey gum)"	""	"Qld"	"O"	"C"	"G(1)m"	"E. punctata var. longirostrata"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria (red gums)"	"Connexentes"	""	"Eucalyptus hallii (Goodwood gum)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria (red gums)"	"Connexentes"	""	"Eucalyptus broviniensis"	""	"Qld"	"O"	"C"	"G(1)"	"E. sp. Brovinia (A.R.Bean 11911)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria (red gums)"	"Connexentes"	""	"Eucalyptus major (grey gum)"	""	"Qld,NSW"	"O"	"C"	"G(2)m"	"E. propinqua var. major"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria (red gums)"	"Connexentes"	""	"Eucalyptus propinqua (small-fruited grey gum)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus prava (orange gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus bancroftii (Bancroft’s red gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"?Eucalyptus disclusa (Blackdown red gum)"	""	"Qld"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. interstans)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus interstans (narrow-leaved cabbage gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus seeana (narrow-leaved red gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus parramattensis"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus parramattensis"	"subsp. decadens (Earp’s dirty gum)"	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"‘Liberivalvae’ ms"	""	"Eucalyptus parramattensis"	"subsp. parramattensis (Parramatta red gum)"	"NSW"	"O"	"C"	"G(2)m"	"E. parramattensis var. sphaerocalyx"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus brassiana (Cape York red gum)"	""	"Qld,PNG"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus lockyeri (Lockyer’s gum)"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus insulana"	""	"Qld"	"O"	"C"	"G(1)m"	"E. lockyeri subsp. exuta"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"?Eucalyptus ammophila (sandplain red gum)"	""	"Qld"	"O"	"C"	"G(3)m"	"Dubious species (possibly = E. insulana)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus exserta (Queensland peppermint)"	""	"Qld,NSW"	"O"	"C"	"G(5)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus nudicaulis (Mount Isa mallee red gum)"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus gillenii (central Australian mallee red gum)"	""	"NT,WA,SA"	"O"	"C"	"G(3)m"	"E. incurva"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Exsertae (Queensland red gums)"	"Eucalyptus morrisii (grey mallee)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus infera (Durikai mallee)"	""	"Qld"	"O"	"C"	"G(2)m"	"E. dealbata var. populnea"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus kabiana (Mount Beerwah mallee)"	""	"Qld"	"O"	"C"	"G(1)m"	"E. sp. TT in Brooker & Kleinig 1994"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus amplifolia (cabbage gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus amplifolia (cabbage gum)"	"subsp. sessiliflora"	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus amplifolia (cabbage gum)"	"subsp. amplifolia"	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus ‘rotunda’ ms"	""	"Qld"	"O"	"C"	"G(1)m"	"E. tereticornis subsp. rotunda, E. sp. Consuelo Tableland (Brooker 4880)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus tereticornis"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus tereticornis"	"subsp. mediana (Gippsland red gum)"	"Vic"	"O"	"C"	"G(1)m"	"E. tereticornis var. media"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus tereticornis"	"subsp. tereticornis (forest red gum)"	"Qld,NSW,PNG"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus tereticornis"	"?subsp. basaltica (forest red gum)"	"Qld"	"O"	"C"	"G(1)m"	"Dubious subspecies (possibly = E. tereticornis subsp. tereticornis – E. blakelyi intergrade)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus glaucina (slaty red gum)"	""	"NSW"	"O"	"C"	"G(3)m"	"E. tereticornis var. glaucina"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus chloroclada (Baradine red gum)"	""	"NSW,Qld"	"O"	"C"	"G(5)m"	"E. dealbata var. chloroclada"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus terrica"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus blakelyi (Blakely’s red gum)"	""	"NSW,Vic,Qld"	"O"	"C"	"G(2)m"	"E. sp. Warby Range (Nicolle 3796)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus dealbata (tumble-down red gum)"	""	"NSW,Qld"	"O"	"C"	"G(4)m"	"E. sp. Glen Gallic (Nicolle & Bell 6242)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus nandewarica (mallee red gum)"	""	"NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus vicina (Manara Hills red gum)"	""	"NSW"	"O"	"C"	"G(5)m"	"E. sp. X in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus dwyeri (Dwyer’s red gum)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"Eucalyptus flindersii (Flinders Ranges mallee red gum)"	""	"SA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Erythroxyla (eastern red gums)"	"[Eucalyptus × subviridis]"	""	"NSW"	"–"	"–"	"–"	"= E. blakelyi × E. cinerea hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus rudis (flooded gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus rudis (flooded gum)"	"subsp. rudis"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus rudis (flooded gum)"	"subsp. cratyantha"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	"subsp. refulgens (shiny-leaved river red gum)"	"WA"	"O"	"C"	"G(2)m"	"E. sp. North Pilbara (Nicolle 4258)"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	"subsp. obtusa (northern river red gum)"	"Qld,NT,WA"	"O"	"C"	"G(2)m"	"E. camaldulensis var. obtusa"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	"subsp. arida (Centralian river red gum)"	"WA,NT,Qld,SA,NSW"	"O"	"C"	"G(5)m"	"E. camaldulensis var. subcinerea, E. camaldulensis var. pendula"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	"subsp. minima (Flinders Ranges river red gum)"	"SA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	"subsp. camaldulensis (river red gum)"	"Vic,NSW,SA,Qld"	"O"	"C"	"G(3)m"	"E. camaldulensis var. brevistostris, E. rostrata"
"Eucalyptus"	"Symphyomyrtus"	"Exsertaria"	"Exsertae"	"sub Rostratae (river red gums)"	"Eucalyptus camaldulensis"	"subsp. acuta (river red gum)"	"Qld,NSW"	"O"	"C"	"G(2)m"	"E. camaldulensis var. acuminata"
